Age,CommuteDistance,EnglishEducation,EnglishOccupation,Gender,GeographyKey,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,TotalChildren,YearlyIncome,,,,,,,,,,,,,,,
50,0-1 Miles,Partial College,Clerical,M,190,1,S,1,2,Europe,2,30000,,,,,,,,,,,,,,,
50,0-1 Miles,Partial College,Clerical,F,147,1,S,2,2,Europe,2,30000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Skilled Manual,F,238,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Skilled Manual,F,248,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
51,0-1 Miles,Partial College,Clerical,F,207,1,S,2,2,Europe,2,30000,,,,,,,,,,,,,,,
51,0-1 Miles,Partial College,Clerical,M,195,1,S,2,2,Europe,2,30000,,,,,,,,,,,,,,,
52,0-1 Miles,Partial College,Clerical,M,115,1,S,0,3,Europe,3,30000,,,,,,,,,,,,,,,
38,2-5 Miles,High School,Manual,M,124,0,M,1,0,Europe,0,20000,,,,,,,,,,,,,,,
36,0-1 Miles,High School,Manual,M,191,0,M,2,4,Europe,4,20000,,,,,,,,,,,,,,,
36,0-1 Miles,High School,Manual,F,212,1,S,2,4,Europe,4,20000,,,,,,,,,,,,,,,
36,0-1 Miles,Partial College,Clerical,F,170,1,S,1,3,Europe,3,30000,,,,,,,,,,,,,,,
36,0-1 Miles,Partial College,Clerical,F,268,1,S,2,3,Europe,3,30000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,M,177,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,M,236,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,F,269,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,M,279,1,M,0,0,Europe,1,40000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Skilled Manual,F,244,1,M,1,0,Europe,1,40000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,F,165,1,M,1,0,Europe,1,40000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Skilled Manual,F,134,1,M,1,0,Europe,1,40000,,,,,,,,,,,,,,,
37,0-1 Miles,Partial College,Clerical,F,176,1,S,1,4,Europe,4,30000,,,,,,,,,,,,,,,
37,0-1 Miles,Partial College,Clerical,M,249,0,M,2,4,Europe,4,30000,,,,,,,,,,,,,,,
36,0-1 Miles,Partial College,Clerical,M,250,1,S,2,4,Europe,4,30000,,,,,,,,,,,,,,,
38,0-1 Miles,Partial College,Clerical,M,192,0,M,3,5,Europe,5,30000,,,,,,,,,,,,,,,
38,2-5 Miles,Partial College,Clerical,F,200,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
37,0-1 Miles,Partial College,Clerical,F,117,0,M,1,0,Europe,0,30000,,,,,,,,,,,,,,,
38,2-5 Miles,Partial College,Clerical,M,119,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
38,2-5 Miles,High School,Manual,M,231,0,M,1,0,Europe,0,20000,,,,,,,,,,,,,,,
40,0-1 Miles,Partial High School,Manual,M,182,1,S,2,0,Europe,0,10000,,,,,,,,,,,,,,,
40,5-10 Miles,High School,Manual,F,241,0,S,1,0,Europe,0,20000,,,,,,,,,,,,,,,
39,5-10 Miles,High School,Manual,M,207,0,S,1,0,Europe,0,20000,,,,,,,,,,,,,,,
39,0-1 Miles,Partial College,Clerical,M,133,0,M,1,0,Europe,0,30000,,,,,,,,,,,,,,,
40,5-10 Miles,Partial High School,Manual,M,184,0,S,1,0,Europe,0,20000,,,,,,,,,,,,,,,
41,0-1 Miles,Partial High School,Manual,F,190,1,M,2,0,Europe,0,10000,,,,,,,,,,,,,,,
41,1-2 Miles,Partial High School,Manual,M,214,1,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
41,0-1 Miles,Partial High School,Manual,F,266,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
39,2-5 Miles,Partial College,Clerical,M,216,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
39,2-5 Miles,Partial College,Clerical,F,196,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
40,2-5 Miles,Partial College,Clerical,F,209,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
40,0-1 Miles,Partial College,Clerical,M,117,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
40,2-5 Miles,Partial College,Clerical,M,149,1,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
39,1-2 Miles,Bachelors,Skilled Manual,F,241,1,M,0,1,Europe,1,40000,,,,,,,,,,,,,,,
42,0-1 Miles,Partial High School,Manual,M,132,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
41,0-1 Miles,Partial College,Clerical,M,198,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
41,2-5 Miles,Partial College,Clerical,F,218,0,S,1,0,Europe,0,30000,,,,,,,,,,,,,,,
35,0-1 Miles,Partial High School,Manual,M,255,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
34,0-1 Miles,Partial High School,Manual,M,235,0,M,2,0,Europe,0,20000,,,,,,,,,,,,,,,
35,0-1 Miles,Partial High School,Manual,F,270,0,M,2,0,Europe,0,20000,,,,,,,,,,,,,,,
34,1-2 Miles,Partial High School,Manual,M,270,0,S,2,0,Europe,0,20000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,F,51,1,M,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,2-5 Miles,Partial College,Skilled Manual,M,542,1,M,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,5-10 Miles,High School,Skilled Manual,M,301,1,M,3,3,North America,4,40000,,,,,,,,,,,,,,,
54,10+ Miles,High School,Skilled Manual,M,612,1,S,3,3,North America,4,40000,,,,,,,,,,,,,,,
54,5-10 Miles,High School,Skilled Manual,M,545,1,M,3,3,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,F,542,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Partial College,Skilled Manual,M,635,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Bachelors,Professional,F,302,0,M,1,0,North America,0,40000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,M,641,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,M,623,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
48,2-5 Miles,Partial College,Skilled Manual,F,54,1,S,1,0,North America,0,50000,,,,,,,,,,,,,,,
47,2-5 Miles,Partial College,Skilled Manual,M,539,0,S,1,0,North America,0,50000,,,,,,,,,,,,,,,
47,0-1 Miles,Graduate Degree,Professional,F,638,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
47,2-5 Miles,Graduate Degree,Professional,M,298,1,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Professional,F,325,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Professional,M,358,0,M,1,0,North America,0,60000,,,,,,,,,,,,,,,
87,0-1 Miles,Graduate Degree,Professional,M,339,0,M,1,0,North America,1,50000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,M,336,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,F,539,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
56,0-1 Miles,Bachelors,Professional,M,301,1,M,1,4,North America,5,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,M,634,1,S,1,3,North America,4,60000,,,,,,,,,,,,,,,
56,10+ Miles,Graduate Degree,Professional,F,539,1,M,3,5,North America,5,70000,,,,,,,,,,,,,,,
55,0-1 Miles,Graduate Degree,Professional,F,307,1,M,0,0,North America,3,80000,,,,,,,,,,,,,,,
57,2-5 Miles,Bachelors,Professional,F,633,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,334,1,S,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,2-5 Miles,Graduate Degree,Professional,M,298,1,M,1,4,North America,5,70000,,,,,,,,,,,,,,,
57,2-5 Miles,Graduate Degree,Professional,M,307,1,M,2,4,North America,5,70000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,F,6,1,S,0,4,Pacific,4,80000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,F,38,1,S,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,F,13,0,S,0,0,Pacific,2,90000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,M,4,1,M,1,4,Pacific,4,80000,,,,,,,,,,,,,,,
45,2-5 Miles,Bachelors,Professional,F,20,1,M,0,0,Pacific,2,90000,,,,,,,,,,,,,,,
46,10+ Miles,Bachelors,Professional,M,23,0,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,M,26,1,S,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,M,21,0,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,M,19,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,M,26,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,M,11,1,S,2,5,Pacific,5,80000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,M,9,1,M,2,5,Pacific,5,80000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,F,21,1,M,2,5,Pacific,5,80000,,,,,,,,,,,,,,,
49,0-1 Miles,Bachelors,Professional,F,23,0,M,3,5,Pacific,5,80000,,,,,,,,,,,,,,,
49,0-1 Miles,Bachelors,Professional,F,20,1,M,3,5,Pacific,5,80000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Professional,F,39,0,S,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
49,2-5 Miles,Bachelors,Professional,F,3,1,S,1,3,Pacific,3,60000,,,,,,,,,,,,,,,
49,5-10 Miles,Bachelors,Professional,F,29,1,M,1,3,Pacific,3,60000,,,,,,,,,,,,,,,
46,10+ Miles,Bachelors,Professional,M,20,1,M,4,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,5-10 Miles,Bachelors,Professional,M,29,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
47,1-2 Miles,Bachelors,Professional,M,16,1,M,4,5,Pacific,5,80000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,M,20,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Professional,M,16,1,M,2,3,Pacific,3,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,32,1,M,2,4,Pacific,4,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,F,21,1,M,2,2,Pacific,3,60000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,M,22,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,M,14,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,5-10 Miles,Bachelors,Professional,F,11,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,5-10 Miles,Bachelors,Professional,M,11,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,F,17,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,M,37,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Skilled Manual,F,18,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Bachelors,Professional,F,24,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Bachelors,Professional,F,33,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Skilled Manual,F,7,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Skilled Manual,F,23,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
86,1-2 Miles,Graduate Degree,Management,F,4,1,S,1,0,Pacific,3,80000,,,,,,,,,,,,,,,
49,2-5 Miles,Graduate Degree,Management,F,34,0,S,1,0,Pacific,0,100000,,,,,,,,,,,,,,,
48,2-5 Miles,Graduate Degree,Management,F,23,0,M,1,0,Pacific,0,100000,,,,,,,,,,,,,,,
49,5-10 Miles,Bachelors,Professional,F,36,0,S,1,0,Pacific,0,100000,,,,,,,,,,,,,,,
49,1-2 Miles,Graduate Degree,Management,F,15,0,S,2,0,Pacific,0,110000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Skilled Manual,M,30,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Skilled Manual,M,25,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
83,5-10 Miles,Partial College,Clerical,F,39,1,S,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,M,23,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
50,1-2 Miles,Bachelors,Professional,M,15,1,S,4,5,Pacific,5,80000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,4,1,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,M,25,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,M,25,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,8,1,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,F,19,1,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
51,1-2 Miles,Bachelors,Professional,M,32,0,S,1,0,Pacific,4,80000,,,,,,,,,,,,,,,
55,2-5 Miles,Bachelors,Professional,F,28,1,S,1,0,Pacific,1,90000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,M,21,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,F,34,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Skilled Manual,F,17,1,M,2,4,Pacific,5,70000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Skilled Manual,M,3,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,M,22,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,10+ Miles,Partial College,Skilled Manual,F,14,1,S,3,4,Pacific,5,70000,,,,,,,,,,,,,,,
57,1-2 Miles,Bachelors,Professional,M,27,1,M,1,0,Pacific,2,90000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,10,1,S,1,0,Pacific,2,90000,,,,,,,,,,,,,,,
59,0-1 Miles,Partial College,Skilled Manual,M,11,0,S,1,0,Pacific,1,80000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial College,Clerical,F,21,0,M,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
62,5-10 Miles,Bachelors,Management,F,32,1,M,1,0,Pacific,2,40000,,,,,,,,,,,,,,,
61,5-10 Miles,Bachelors,Management,F,21,1,S,1,0,Pacific,2,40000,,,,,,,,,,,,,,,
62,0-1 Miles,Bachelors,Management,F,21,1,M,1,0,Pacific,2,40000,,,,,,,,,,,,,,,
62,0-1 Miles,Bachelors,Management,F,24,1,M,1,0,Pacific,2,40000,,,,,,,,,,,,,,,
66,5-10 Miles,High School,Skilled Manual,M,8,1,M,2,1,Pacific,2,10000,,,,,,,,,,,,,,,
39,0-1 Miles,High School,Skilled Manual,M,358,0,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
39,5-10 Miles,High School,Skilled Manual,F,312,1,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
39,0-1 Miles,High School,Skilled Manual,F,298,0,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
40,5-10 Miles,High School,Skilled Manual,M,632,1,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
35,5-10 Miles,High School,Skilled Manual,M,345,1,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
34,0-1 Miles,High School,Skilled Manual,M,49,0,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
77,0-1 Miles,Partial College,Clerical,F,30,0,M,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial High School,Clerical,M,374,0,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial High School,Clerical,M,553,0,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial High School,Clerical,F,358,1,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
36,0-1 Miles,High School,Skilled Manual,M,374,0,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,5-10 Miles,High School,Skilled Manual,F,325,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,0-1 Miles,High School,Skilled Manual,F,338,0,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,0-1 Miles,High School,Skilled Manual,M,301,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
36,5-10 Miles,High School,Skilled Manual,M,638,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
77,5-10 Miles,Bachelors,Management,M,23,1,M,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
38,0-1 Miles,High School,Skilled Manual,M,526,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,5-10 Miles,High School,Skilled Manual,M,543,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
35,5-10 Miles,Partial High School,Clerical,F,49,0,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial High School,Clerical,M,53,1,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
35,0-1 Miles,High School,Skilled Manual,F,616,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
75,5-10 Miles,Partial College,Clerical,F,34,0,M,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
76,0-1 Miles,Graduate Degree,Management,F,32,1,M,1,0,Pacific,2,60000,,,,,,,,,,,,,,,
73,0-1 Miles,Bachelors,Management,F,6,1,M,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
74,0-1 Miles,Bachelors,Management,F,26,1,M,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
71,5-10 Miles,Bachelors,Management,M,8,1,S,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
72,5-10 Miles,Graduate Degree,Management,M,19,1,S,1,0,Pacific,2,60000,,,,,,,,,,,,,,,
39,5-10 Miles,High School,Skilled Manual,F,632,1,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
39,5-10 Miles,Partial College,Skilled Manual,F,368,1,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
39,1-2 Miles,Partial College,Skilled Manual,F,372,0,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
40,5-10 Miles,Partial College,Skilled Manual,F,49,0,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
42,5-10 Miles,Partial College,Skilled Manual,M,634,1,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
43,5-10 Miles,Partial College,Skilled Manual,M,302,0,S,2,0,North America,0,70000,,,,,,,,,,,,,,,
43,1-2 Miles,Bachelors,Management,F,54,1,S,1,0,North America,0,80000,,,,,,,,,,,,,,,
47,1-2 Miles,Bachelors,Management,M,632,1,M,1,0,North America,0,80000,,,,,,,,,,,,,,,
47,1-2 Miles,Bachelors,Management,F,302,1,M,1,0,North America,0,80000,,,,,,,,,,,,,,,
47,1-2 Miles,Bachelors,Management,M,299,1,S,1,4,North America,4,90000,,,,,,,,,,,,,,,
47,5-10 Miles,Graduate Degree,Management,M,637,1,S,0,1,North America,0,110000,,,,,,,,,,,,,,,
48,0-1 Miles,Bachelors,Management,M,348,1,M,2,1,North America,0,120000,,,,,,,,,,,,,,,
46,1-2 Miles,Bachelors,Management,F,60,1,S,1,4,North America,4,90000,,,,,,,,,,,,,,,
47,1-2 Miles,Bachelors,Management,F,631,1,M,3,0,North America,2,100000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial College,Skilled Manual,M,347,1,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
35,5-10 Miles,Partial College,Skilled Manual,F,347,1,M,1,0,North America,0,60000,,,,,,,,,,,,,,,
37,5-10 Miles,High School,Skilled Manual,M,53,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial High School,Clerical,M,64,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial High School,Clerical,F,536,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
68,5-10 Miles,Partial High School,Clerical,F,37,1,M,2,1,Pacific,2,10000,,,,,,,,,,,,,,,
36,1-2 Miles,Partial College,Skilled Manual,M,612,0,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
37,1-2 Miles,Partial College,Skilled Manual,F,307,0,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial College,Skilled Manual,F,322,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
70,5-10 Miles,High School,Skilled Manual,M,27,1,M,2,0,Pacific,4,20000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Skilled Manual,M,65,1,M,0,1,North America,1,50000,,,,,,,,,,,,,,,
51,10+ Miles,Partial College,Professional,F,539,0,M,1,0,North America,0,90000,,,,,,,,,,,,,,,
52,5-10 Miles,Partial College,Professional,M,300,1,S,2,2,North America,0,100000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Management,F,307,1,M,4,2,North America,4,110000,,,,,,,,,,,,,,,
52,1-2 Miles,Bachelors,Management,M,352,0,S,4,2,North America,3,130000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Professional,M,612,1,S,0,3,North America,4,90000,,,,,,,,,,,,,,,
53,1-2 Miles,Partial College,Professional,M,542,0,S,3,2,North America,1,100000,,,,,,,,,,,,,,,
52,5-10 Miles,Partial College,Professional,F,626,1,M,3,2,North America,1,100000,,,,,,,,,,,,,,,
53,1-2 Miles,Partial College,Professional,M,552,1,M,4,2,North America,1,100000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Professional,F,311,1,S,4,3,North America,1,120000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Management,M,355,1,M,4,2,North America,1,130000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Professional,M,54,1,M,3,4,North America,5,70000,,,,,,,,,,,,,,,
53,1-2 Miles,Partial College,Professional,M,607,0,M,3,4,North America,5,80000,,,,,,,,,,,,,,,
54,5-10 Miles,High School,Professional,F,542,1,S,1,3,North America,4,90000,,,,,,,,,,,,,,,
54,1-2 Miles,High School,Professional,M,543,1,M,1,3,North America,4,90000,,,,,,,,,,,,,,,
54,5-10 Miles,High School,Professional,F,627,1,M,1,3,North America,4,90000,,,,,,,,,,,,,,,
54,0-1 Miles,Bachelors,Management,F,322,1,M,1,3,North America,1,130000,,,,,,,,,,,,,,,
60,1-2 Miles,Partial High School,Skilled Manual,F,539,0,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial High School,Skilled Manual,M,545,1,M,2,0,North America,2,80000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,F,374,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,F,618,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,1-2 Miles,High School,Professional,M,65,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,M,51,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,1-2 Miles,High School,Professional,F,316,1,M,0,3,North America,4,70000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,F,66,1,M,0,3,North America,4,70000,,,,,,,,,,,,,,,
60,1-2 Miles,Partial College,Professional,F,361,1,M,1,2,North America,3,80000,,,,,,,,,,,,,,,
59,10+ Miles,High School,Professional,F,338,1,M,1,1,North America,2,90000,,,,,,,,,,,,,,,
59,10+ Miles,High School,Professional,F,62,1,S,1,1,North America,2,90000,,,,,,,,,,,,,,,
80,1-2 Miles,Graduate Degree,Management,M,543,1,M,2,0,North America,2,50000,,,,,,,,,,,,,,,
80,1-2 Miles,Graduate Degree,Management,F,307,0,M,2,0,North America,4,70000,,,,,,,,,,,,,,,
79,1-2 Miles,Graduate Degree,Management,M,638,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
79,1-2 Miles,Graduate Degree,Management,F,301,0,M,2,0,North America,4,70000,,,,,,,,,,,,,,,
79,2-5 Miles,Graduate Degree,Management,M,358,0,M,3,3,North America,2,130000,,,,,,,,,,,,,,,
78,0-1 Miles,Graduate Degree,Management,F,359,1,M,3,3,North America,2,130000,,,,,,,,,,,,,,,
55,1-2 Miles,Partial College,Professional,M,51,0,S,3,4,North America,5,80000,,,,,,,,,,,,,,,
55,5-10 Miles,High School,Professional,M,609,1,M,2,3,North America,4,90000,,,,,,,,,,,,,,,
55,5-10 Miles,High School,Professional,F,609,1,M,2,3,North America,4,90000,,,,,,,,,,,,,,,
54,1-2 Miles,High School,Professional,M,612,0,S,3,3,North America,4,90000,,,,,,,,,,,,,,,
55,1-2 Miles,High School,Professional,M,543,1,M,3,3,North America,4,90000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Professional,M,632,1,M,4,2,North America,3,100000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Professional,F,300,0,M,4,3,North America,5,110000,,,,,,,,,,,,,,,
55,2-5 Miles,High School,Professional,F,316,1,M,4,3,North America,1,120000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Professional,F,355,0,M,3,3,North America,1,160000,,,,,,,,,,,,,,,
55,0-1 Miles,Bachelors,Management,M,374,0,S,3,1,North America,1,170000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,M,348,0,S,2,0,North America,2,70000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial High School,Skilled Manual,M,355,1,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial High School,Skilled Manual,F,355,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial High School,Skilled Manual,M,54,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,1-2 Miles,Partial High School,Skilled Manual,F,51,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
62,5-10 Miles,Graduate Degree,Management,F,553,1,M,2,0,North America,3,70000,,,,,,,,,,,,,,,
61,5-10 Miles,Graduate Degree,Management,M,338,1,S,2,0,North America,3,70000,,,,,,,,,,,,,,,
62,5-10 Miles,Graduate Degree,Management,F,612,1,M,2,0,North America,3,70000,,,,,,,,,,,,,,,
